,Artist,Song,Duration(ms),Year,Genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,uri
146,Jordin Sparks,One Step At A Time,205160,2008,pop,0.766,0.692,1,-4.672,0.0289,0.0825,0,0.0384,0.691,102.028,False,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF
147,P!nk,So What,215160,2008,pop,0.534,0.87,11,-3.078,0.0425,0.000329,0,0.241,0.462,126.019,True,spotify:track:0JiY190vktuhSGN6aqJdrt
148,Finger Eleven,Paralyzer,208107,2008,pop,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031,False,spotify:track:28IEbk5a7twNTbUEvWslUb
149,Chris Brown ,Kiss Kiss,250667,2008,pop,0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,False,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
150,Sean Kingston,Take You There,236693,2008,pop,0.752,0.921,5,-4.321,0.0696,0.0182,0,0.256,0.634,115.033,False,spotify:track:6AdLyvisRKHLAwARaZMGr6
151,Danity Kane,Damaged,244267,2008,pop,0.774,0.653,8,-5.158,0.05,0.0912,0,0.151,0.818,120.01,False,spotify:track:4yHFxB8kzzeuNvoouR8N0N
152,Lil Wayne ,Lollipop,299333,2008,pop,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,True,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
153,Rihanna ,Hate That I Love You,218947,2008,pop,0.637,0.73,5,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,False,spotify:track:7iu0WYLdo4yksKf3seaxzI
154,Taylor Swift,Teardrops On My Guitar,204707,2008,pop,0.626,0.44,10,-6.942,0.0232,0.331,0,0.146,0.259,99.962,False,spotify:track:7snx7w5WZLHovS0xC45ZfP
155,Kid Rock,All Summer Long,297587,2008,pop,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,False,spotify:track:5rX6C5QVvvZB7XckETNych
156,Colbie Caillat,Bubbly,196280,2008,pop,0.697,0.474,9,-6.663,0.0351,0.603,0,0.11,0.249,127.907,False,spotify:track:0rFOs9paloAvEtzwDX1Kmc
157,Madonna ,4 Minutes,189693,2008,pop,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,False,spotify:track:1oHClQEgDmmbcEx12Kc5nZ
158,Katy Perry,Hot N Cold,220227,2008,pop,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,False,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
159,Colbie Caillat,Realize,244107,2008,pop,0.693,0.594,1,-6.408,0.0325,0.13,0,0.115,0.192,123.932,False,spotify:track:5OGkKx8jP0A5KSULEc6XYZ
160,The All-American Rejects,Gives You Hell,213107,2009,pop,0.718,0.691,4,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,False,spotify:track:6ihL9TjfRjadfEePzXXyVF
161,Lady Gaga ,Just Dance,241933,2009,pop,0.822,0.737,1,-4.542,0.0314,0.0261,4.19e-05,0.18,0.753,118.994,False,spotify:track:6HkjpGIOHv4y0IBAxUbE5z
162,The Black Eyed Peas,I Gotta Feeling,289133,2009,pop,0.743,0.766,0,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,False,spotify:track:4vp2J1l5RD4gMZwGFLfRAu
163,Lady Gaga,Poker Face,237200,2009,pop,0.851,0.806,4,-4.618,0.0786,0.12,1.33e-06,0.121,0.776,119.001,False,spotify:track:0WfKDYeUAoLA3vdvLKKWMW
164,Taylor Swift,You Belong With Me,231133,2009,pop,0.687,0.783,6,-4.44,0.0386,0.162,1.35e-05,0.114,0.443,129.964,False,spotify:track:3GCL1PydwsLodcpv0Ll1ch
165,The Black Eyed Peas,Boom Boom Pow,251440,2009,pop,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,False,spotify:track:7xRNsqOQOgWbHV1nbXnfXN
166,Flo Rida,Right Round,204640,2009,pop,0.72,0.672,7,-6.852,0.0551,0.009,0,0.232,0.705,124.986,False,spotify:track:3GpbwCm3YxiWDvy29Uo3vP
167,Taylor Swift,Love Story,235267,2009,pop,0.618,0.741,2,-3.95,0.031,0.17,0,0.0822,0.296,118.984,False,spotify:track:1vrd6UOGamcKNGnSHJQlSt
168,Kelly Clarkson,My Life Would Suck Without You,211493,2009,pop,0.526,0.882,9,-4.006,0.0509,0.0014,0,0.144,0.424,144.982,False,spotify:track:4Dm32oO01YpIubCHaAtKkN
169,The Fray,You Found Me,241853,2009,pop,0.338,0.803,8,-5.412,0.0413,0.0187,0,0.136,0.4,151.994,False,spotify:track:4IoYz8XqqdowINzfRrFnhi
170,Kings Of Leon,Use Somebody,230760,2009,pop,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,False,spotify:track:5VGlqQANWDKJFl0MBG3sg2
171,Katy Perry,Waking Up In Vegas,199187,2009,pop,0.524,0.878,5,-3.108,0.0346,0.0012,0,0.098,0.59,130.989,False,spotify:track:6fvxos1qSHrIgOkKw4dhWS
172,Britney Spears,Circus,192360,2009,pop,0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,False,spotify:track:7jk7gqyEonmVVYahZN5zhW
173,Jay Sean ,Down,212107,2009,pop,0.657,0.695,2,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,False,spotify:track:7LP4Es66zdY7CyjepqmvAg
174,T.I. ,Live Your Life,338853,2009,pop,0.375,0.862,11,-3.363,0.255,0.071,0,0.211,0.478,159.841,True,spotify:track:3jlbL2OTD5YmIunYzgQTAN
175,3OH!3,Dont Trust Me,194613,2009,pop,0.757,0.629,7,-5.582,0.125,0.018,0,0.339,0.711,129.946,False,spotify:track:3bsDo5vjjJI7O8VuytGIrc
176,P!nk,Sober,251533,2009,pop,0.612,0.797,6,-4.896,0.0315,0.0626,0,0.187,0.373,90.95,False,spotify:track:733ncRLzZQT5UtSPg1QmPc
177,Beyonce,Halo,261640,2009,pop,0.508,0.72,11,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,False,spotify:track:4JehYebiI9JE8sR8MisGVb
178,Beyonce,Single Ladies ,193213,2009,pop,0.426,0.584,1,-5.293,0.296,0.0383,0,0.188,0.272,193.437,False,spotify:track:5R9a4t5t5O0IsznsrKPVro
179,Shinedown,Second Chance,222067,2009,pop,0.46,0.796,0,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,False,spotify:track:0CwYG1UnRmOx8Q1EzElCIL
180,Keri Hilson ,Knock You Down,326187,2009,pop,0.588,0.877,8,-4.78,0.16,0.00952,0,0.171,0.645,155.165,False,spotify:track:58FUwmyGUqkt53YPUcm7cJ
181,Lady Gaga,LoveGame,216333,2009,pop,0.894,0.677,6,-5.618,0.0548,0.00562,2.63e-06,0.31,0.857,105.029,False,spotify:track:5c0Wgs68kjgViFCVDGLB2I
182,T.I. ,Dead And Gone,299747,2009,pop,0.713,0.746,0,-4.99,0.259,0.0402,0,0.601,0.47,135.021,True,spotify:track:7IhsLJMqdxoo7YAZjaSMru
183,Kanye West,Heartless,211000,2009,pop,0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999,False,spotify:track:4EWCNWgDS8707fNSZ1oaA5
184,Miley Cyrus,Party In The U.S.A.,202067,2009,pop,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,False,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1
185,Britney Spears,Womanizer,224400,2009,pop,0.724,0.695,11,-5.226,0.0622,0.073,0,0.0889,0.235,139.0,False,spotify:track:4fixebDZAVToLbUCuEloa2
186,Pitbull,I Know You Want Me ,237120,2009,pop,0.817,0.733,2,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056,False,spotify:track:13plQdOoWSSXPRUSZc5FuM
187,Jason Mraz,Im Yours,242187,2009,pop,0.686,0.457,11,-8.322,0.0468,0.595,0,0.105,0.718,150.953,False,spotify:track:1EzrEOXmMH3G43AXT1y7pA
188,Jordin Sparks,Battlefield,241348,2009,pop,0.613,0.634,2,-3.472,0.0339,0.0178,0,0.0719,0.37,144.953,False,spotify:track:1Nme6K1PYAh7p7uygyuRdf
189,Kevin Rudolf ,Let It Rock,231173,2009,pop,0.607,0.784,7,-4.41,0.0397,0.000684,0,0.0678,0.442,113.172,True,spotify:track:6TrNRd98WksT9Kkmx9uj6R
190,P!nk,Please Dont Leave Me,231560,2009,pop,0.589,0.845,6,-4.497,0.0378,0.00883,0,0.326,0.746,138.026,False,spotify:track:2gnZad0pb6QtUqMLTj2AjI
191,Cobra Starship ,Good Girls Go Bad,196413,2009,pop,0.594,0.874,0,-3.716,0.0815,0.0116,0,0.549,0.628,119.964,False,spotify:track:7kMfu3KUydmrFVGEAhjtyl
192,Miley Cyrus,The Climb,236067,2009,pop,0.327,0.588,4,-6.611,0.0336,0.0834,0,0.104,0.329,161.074,False,spotify:track:0V8FYVlBFuXXTIvRnMbZyS
193,Sean Kingston,Fire Burning,239987,2009,pop,0.839,0.804,1,-2.513,0.0329,0.0192,0,0.331,0.888,122.973,False,spotify:track:2oENJa1T33GJ0w8dC167G4
194,Katy Perry,Hot N Cold,220227,2009,pop,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,False,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
195,Soulja Boy Tell em ,Kiss Me Thru The Phone,193387,2009,pop,0.758,0.712,7,-3.781,0.112,0.0185,0,0.0677,0.795,149.998,True,spotify:track:2q4rjDy9WhaN3o9MvDbO21
196,Jamie Foxx ,Blame It,289747,2009,pop,0.673,0.614,7,-5.426,0.103,0.0782,0,0.139,0.362,176.052,True,spotify:track:08uGhvS5MfBk7crUCpnjva
197,Jesse McCartney ,How Do You Sleep?,208333,2009,pop,0.747,0.878,8,-3.533,0.0282,0.343,0,0.0872,0.557,106.004,False,spotify:track:3jkdQNkDTxxXtjSO4l0o1H
198,Jason Derulo,Whatcha Say,221253,2009,pop,0.615,0.711,11,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,False,spotify:track:67T6l4q3zVjC5nZZPXByU8
199,Kelly Clarkson,I Do Not Hook Up,200347,2009,pop,0.502,0.938,9,-3.114,0.13,0.00098,0,0.318,0.35,144.077,False,spotify:track:2I5CPUnMIKjEXeg61OI9uV
200,Kesha,TiK ToK,199693,2010,pop,0.755,0.837,2,-2.718,0.142,0.0991,0,0.289,0.714,120.028,False,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i
201,B.o.B ,Airplanes,180480,2010,pop,0.66,0.867,6,-4.285,0.116,0.11,0,0.0368,0.377,93.033,True,spotify:track:6lV2MSQmRIkycDScNtrBXO
202,Lady Gaga,Bad Romance,294573,2010,pop,0.696,0.921,0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,True,spotify:track:0SiywuOBRcynK0uKGWdCnn
203,Taio Cruz,Dynamite,203867,2010,pop,0.754,0.804,4,-3.177,0.0853,0.00332,0,0.0329,0.818,119.968,False,spotify:track:1DqdF42leyFIzqNDv9CjId
204,Katy Perry ,California Gurls,234653,2010,pop,0.791,0.754,0,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,False,spotify:track:6tS3XVuOyu10897O3ae7bi
205,Jason Derulo,In My Head,199027,2010,pop,0.762,0.748,0,-4.15,0.033,0.0266,0,0.348,0.851,110.009,False,spotify:track:5BoIP8Eha5hwmRVURkC2Us
206,Taio Cruz ,Break Your Heart,186267,2010,pop,0.666,0.899,8,-4.676,0.028,0.00155,0,0.0677,0.629,122.05,False,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa
207,Enrique Iglesias ,I Like It,231787,2010,pop,0.646,0.94,10,-2.856,0.0838,0.0209,0,0.0691,0.704,129.011,False,spotify:track:4nVyHATevhl5RC6Qmoko5H
208,Eminem ,Love The Way You Lie,263373,2010,pop,0.749,0.925,10,-5.034,0.227,0.241,0,0.52,0.641,86.989,True,spotify:track:15JINEqzVMv3SvJTAXAKED
209,Mike Posner,Cooler Than Me,213293,2010,pop,0.768,0.82,7,-4.63,0.0475,0.179,0,0.704,0.625,129.969,False,spotify:track:2V4bv1fNWfTcyRJKmej6Sj
210,Lady Gaga ,Telephone,220627,2010,pop,0.825,0.832,5,-5.853,0.0403,0.00587,0.000789,0.114,0.713,122.021,False,spotify:track:7rl7ao5pb9BhvAzPdWStxi
211,Train,"Hey, Soul Sister",216773,2010,pop,0.673,0.886,1,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,False,spotify:track:4HlFJV71xXKIGcU3kRyttv
212,Kesha,Your Love Is My Drug,187133,2010,pop,0.826,0.612,1,-3.891,0.0982,0.00681,0,0.0889,0.756,120.057,False,spotify:track:6vc2Jq2vaGu8z326kSrw92
213,Usher ,OMG,269493,2010,pop,0.781,0.745,4,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,False,spotify:track:1bM50INir8voAkVoKuvEUI
214,Katy Perry,Teenage Dream,227760,2010,pop,0.719,0.804,10,-4.581,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,False,spotify:track:55qBw1900pZKfXJ6Q9A2Lc
215,David Guetta ,Sexy Chick,194347,2010,pop,0.809,0.562,11,-7.694,0.0534,0.0816,0.000418,0.105,0.798,130.003,False,spotify:track:4MKzCHlZvkwJOQRNkdw4zq
216,Usher ,DJ Got Us Fallin In Love,220800,2010,pop,0.663,0.861,7,-3.398,0.109,0.0338,0,0.082,0.654,119.963,False,spotify:track:4356Typ82hUiFAynbLYbPn
217,B.o.B ,Nothin On You,268320,2010,pop,0.688,0.853,10,-5.814,0.0493,0.386,0,0.0862,0.743,103.993,False,spotify:track:59dLtGBS26x7kc0rHbaPrq
218,Travie McCoy ,Billionaire,211160,2010,pop,0.633,0.673,6,-6.403,0.258,0.297,0,0.206,0.659,86.776,True,spotify:track:2M9ULmQwTaTGmAdXaXpfz5
219,Bruno Mars,Just The Way You Are,220733,2010,pop,0.637,0.843,5,-5.413,0.0432,0.0151,0,0.0876,0.434,109.012,False,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
220,The Script,Breakeven,261427,2010,pop,0.63,0.698,10,-4.51,0.0244,0.173,0,0.0789,0.529,94.023,False,spotify:track:38xWaVFKaxZlMFvzNff2aW
221,Iyaz,Replay,182307,2010,pop,0.706,0.751,9,-6.323,0.0708,0.173,0,0.168,0.195,91.031,False,spotify:track:5vlEg2fT4cFWAqU5QptIpQ
222,Rihanna,Rude Boy,222920,2010,pop,0.563,0.75,11,-4.496,0.127,0.113,0,0.0788,0.812,173.906,True,spotify:track:60jzFy6Nn4M0iD1d94oteF
223,Lady Antebellum,Need You Now,277573,2010,pop,0.587,0.622,4,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943,False,spotify:track:11EX5yhxr9Ihl3IN1asrfK
224,The Black Eyed Peas,Imma Be,257560,2010,pop,0.597,0.517,0,-6.963,0.365,0.179,0,0.307,0.412,92.035,False,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ
225,Orianthi,According To You,200347,2010,pop,0.619,0.917,5,-2.582,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,False,spotify:track:72phhQtfwZcRweweRxxkmU
226,Timbaland ,Carry Out,232467,2010,pop,0.531,0.574,10,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,False,spotify:track:2DHc2e5bBn4UzY0ENVFrUl
227,Jason Derulo,Whatcha Say,221253,2010,pop,0.615,0.711,11,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,False,spotify:track:67T6l4q3zVjC5nZZPXByU8
228,Jason Derulo,Ridin Solo,215747,2010,pop,0.442,0.83,9,-4.02,0.146,0.128,0,0.129,0.578,89.338,False,spotify:track:6BaxqcoEM9r3LXisTyJjST
229,La Roux,Bulletproof,205733,2010,pop,0.674,0.882,3,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,False,spotify:track:6lUY6MoqGgPnA27PHYxem5
230,Nelly,Just A Dream,237800,2010,pop,0.531,0.752,1,-6.161,0.0305,0.0421,0,0.12,0.103,89.917,False,spotify:track:3ZdJffjzJWFimSQyxgGIxN
231,Owl City,Fireflies,228347,2010,pop,0.513,0.661,3,-6.8,0.0439,0.0274,0,0.118,0.461,180.118,False,spotify:track:3DamFFqW32WihKkTVlwTYQ
232,Flo Rida ,Club Cant Handle Me,234560,2010,pop,0.616,0.869,0,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,False,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y
233,Kesha,Take It Off,215200,2010,pop,0.729,0.675,5,-5.292,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,False,spotify:track:0WCiI0ddWiu5F2kSHgfw5S
234,Jay Sean ,Do You Remember,210307,2010,pop,0.855,0.668,11,-4.892,0.0644,0.0242,0,0.102,0.803,125.846,False,spotify:track:7yws3pF3FFguwT2Psi6c15
235,Young Money ,BedRock,288133,2010,pop,0.733,0.664,8,-6.163,0.295,0.102,0,0.191,0.557,148.005,True,spotify:track:3iL2l5gUqyPS6vDwJFgJTR
236,Britney Spears,3,213173,2010,pop,0.697,0.709,5,-1.917,0.0455,0.0452,0,0.138,0.787,134.91,False,spotify:track:6pymOcrCnMuCWdgGVTvUgP
237,Boys Like Girls ,Two Is Better Than One,242840,2010,pop,0.521,0.702,0,-5.189,0.0331,0.189,0,0.0962,0.25,127.976,False,spotify:track:1MaqkdFNIKPdpQGDzme5ss
238,Maroon 5,Misery,216200,2010,pop,0.704,0.81,4,-4.874,0.0425,0.000315,0,0.216,0.726,102.98,False,spotify:track:6KBYk8OFtod7brGuZ3Y67q
239,Shontelle,Impossible,226533,2010,pop,0.599,0.624,8,-3.631,0.0343,0.385,0,0.125,0.539,90.034,False,spotify:track:45EDI3rk0f4cAMt9f8b56R
240,Drake,Find Your Love,208947,2010,pop,0.627,0.614,6,-6.006,0.17,0.0211,0,0.0286,0.758,96.038,False,spotify:track:4BycRneKmOs6MhYG9THsuX
241,OneRepublic,All The Right Moves,238000,2010,pop,0.529,0.948,0,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,False,spotify:track:5XRHGXut00SrJUFmcn2lQF
242,Rihanna,Only Girl ,235520,2010,pop,0.786,0.716,11,-4.253,0.0409,0.102,1.72e-05,0.0557,0.595,125.921,False,spotify:track:6jAsmDJI8iPhGWtS27kZ67
243,Jay Sean ,Down,212107,2010,pop,0.657,0.695,2,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,False,spotify:track:7LP4Es66zdY7CyjepqmvAg
244,Far*East Movement ,Like A G6,216893,2010,pop,0.435,0.837,3,-8.126,0.449,0.00676,0,0.117,0.778,124.913,False,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf
245,Adam Lambert,Whataya Want From Me,227320,2010,pop,0.44,0.683,11,-4.732,0.0489,0.00706,0,0.0593,0.445,185.948,False,spotify:track:2rDwdvBma1O1eLzo29p2cr
246,Kris Allen,Live Like Were Dying,212507,2010,pop,0.589,0.893,0,-2.948,0.0397,0.0273,0,0.343,0.94,92.011,False,spotify:track:1HfxPaJggVwFsvOtHbVzMz
247,OneRepublic,Secrets,224693,2010,pop,0.516,0.764,2,-6.223,0.0366,0.0717,0,0.115,0.376,148.021,False,spotify:track:1NhPKVLsHhFUHIOZ32QnS2
248,LMFAO ,Party Rock Anthem,262173,2011,pop,0.75,0.727,5,-4.21,0.142,0.0189,0,0.266,0.359,129.993,False,spotify:track:0IkKz2J93C94Ei4BvDop7P
249,Pitbull ,Give Me Everything,252307,2011,pop,0.671,0.939,8,-3.206,0.161,0.192,0,0.298,0.529,129.023,False,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
250,Katy Perry ,E.T.,229573,2011,pop,0.62,0.869,1,-5.252,0.175,0.0181,0,0.369,0.76,151.684,False,spotify:track:36ux3YuUsGTWPT8fXclS45
251,Katy Perry,Last Friday Night ,230747,2011,pop,0.649,0.815,3,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,False,spotify:track:455AfCsOhhLPRc68sE01D8
252,Adele,Rolling In The Deep,228293,2011,pop,0.729,0.756,8,-5.119,0.0294,0.131,0,0.0527,0.522,104.945,False,spotify:track:1CkvWZme3pRgbzaxZnTl5X
253,Bruno Mars,Grenade,223253,2011,pop,0.706,0.558,2,-7.237,0.0593,0.146,0,0.118,0.227,110.443,False,spotify:track:2tJulUYLDKOg9XrtVkMgcJ
254,The Black Eyed Peas,Just Cant Get Enough,222015,2011,pop,0.475,0.44,0,-11.459,0.0395,0.116,0.715,0.126,0.107,93.993,False,spotify:track:19jd1ffgFMwGpafuoqImry
255,Katy Perry,Firework,227880,2011,pop,0.638,0.826,8,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,False,spotify:track:4lCv7b86sLynZbXhfScfm2
256,Nicki Minaj,Super Bass,200013,2011,pop,0.72,0.861,11,-4.339,0.209,0.269,5.11e-06,0.601,0.669,126.991,True,spotify:track:0iYebKFUSfF72fUu2OW6ZT
257,Maroon 5 ,Moves Like Jagger,201160,2011,pop,0.722,0.758,11,-4.477,0.0471,0.0111,0,0.308,0.62,128.047,False,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
258,Enrique Iglesias ,Tonight ,231653,2011,pop,0.666,0.877,0,-4.657,0.0446,0.0277,1.15e-05,0.142,0.272,125.989,True,spotify:track:3rDFqo8yv93PtTmdOYOPzX
259,Kesha,We R Who We R,204760,2011,pop,0.736,0.817,8,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,False,spotify:track:3LUWWox8YYykohBbHUrrxd
260,Britney Spears,I Wanna Go,210267,2011,pop,0.696,0.546,5,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,False,spotify:track:5cCAZS9VhLGEDV4NCfieeg
261,P!nk,F**kin Perfect,213413,2011,pop,0.57,0.646,7,-4.748,0.0331,0.0412,0,0.362,0.485,91.954,True,spotify:track:3MGJF1CDFGfjXESL2Heva0
262,Rihanna,S&M,243533,2011,pop,0.766,0.682,1,-5.02,0.0419,0.0113,0.00016,0.104,0.833,127.966,False,spotify:track:2u02eLj96Atd6TBxkH9YvN
263,Britney Spears,Till The World Ends,237947,2011,pop,0.693,0.705,8,-5.747,0.0665,0.0228,0,0.202,0.45,131.951,False,spotify:track:38iU2jg98IZZEIJPrP7aWD
264,Gym Class Heroes ,Stereo Hearts,210960,2011,pop,0.646,0.795,9,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,False,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
265,P!nk,Raise Your Glass,202960,2011,pop,0.7,0.709,7,-5.006,0.0839,0.0048,0,0.0289,0.625,122.019,True,spotify:track:1gv4xPanImH17bKZ9rOveR
266,Hot Chelle Rae,Tonight Tonight,200467,2011,pop,0.686,0.783,4,-4.977,0.119,0.0764,0,0.163,0.814,99.978,False,spotify:track:2i0AUcEnsDm3dsqLrFWUCq
267,Lady Gaga,The Edge Of Glory,320587,2011,pop,0.581,0.772,9,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,False,spotify:track:0JNdS1n0ifOP25XvhwAMgM
268,Bad Meets Evil ,Lighters,303813,2011,pop,0.676,0.695,0,-8.327,0.245,0.352,0,0.119,0.144,90.268,True,spotify:track:5zpDHEU12zATwLGvozxPw2
269,Cobra Starship ,You Make Me Feel...,215693,2011,pop,0.668,0.857,7,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,False,spotify:track:16Of7eeW44kt0a1M0nitHM
270,Foster The People,Pumped Up Kicks,239600,2011,pop,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,False,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
271,OneRepublic,Good Life,253307,2011,pop,0.634,0.69,6,-7.804,0.052,0.0771,0,0.132,0.645,94.988,True,spotify:track:6OtCIsQZ64Vs1EbzztvAv4
272,Bruno Mars,The Lazy Song,190213,2011,pop,0.738,0.804,11,-3.851,0.0621,0.332,0,0.279,0.949,174.943,False,spotify:track:1ExfPZEiahqhLyajhybFeS
273,Kesha,Blow,219973,2011,pop,0.753,0.729,11,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,False,spotify:track:3pYDZTJM2tVBUhIRifWVzI
274,Adele,Someone Like You,285040,2011,pop,0.559,0.33,9,-8.251,0.0285,0.892,0,0.0975,0.285,135.109,False,spotify:track:4kflIGfjdZJW4ot2ioixTB
275,Rihanna ,Whats My Name?,263173,2011,pop,0.695,0.782,2,-2.967,0.0629,0.223,0,0.0773,0.595,99.992,False,spotify:track:1pYKzfOlpHWtVUiEIu4Vn7
276,Jennifer Lopez ,On The Floor,230907,2011,pop,0.758,0.686,11,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,False,spotify:track:0Oe49j06Bjrxs8PltuVeaW
277,Pitbull ,Hey Baby ,234453,2011,pop,0.595,0.913,10,-3.428,0.0884,0.0435,0,0.259,0.762,128.021,False,spotify:track:3rfhI32Il2hVRKDkuGeeen
278,Rihanna,Only Girl ,235520,2011,pop,0.786,0.716,11,-4.253,0.0409,0.102,1.72e-05,0.0557,0.595,125.921,False,spotify:track:6jAsmDJI8iPhGWtS27kZ67
279,Nelly,Just A Dream,237800,2011,pop,0.531,0.752,1,-6.161,0.0305,0.0421,0,0.12,0.103,89.917,False,spotify:track:3ZdJffjzJWFimSQyxgGIxN
280,Usher,More,219987,2011,pop,0.551,0.893,7,-2.628,0.0543,0.00166,0,0.348,0.794,125.083,False,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ
281,Chris Brown,Yeah 3X,241667,2011,pop,0.705,0.882,11,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,True,spotify:track:2QtxlzvSBONjs1bDC34ixs
282,Tinie Tempah ,Written In The Stars,219560,2011,pop,0.644,0.945,7,-3.534,0.0717,0.0587,0,0.184,0.573,91.017,True,spotify:track:61HQWI1Woxup7CnGwVUsdI
283,Diddy - Dirty Money ,Coming Home,238693,2011,pop,0.392,0.839,7,-1.921,0.193,0.158,0,0.3,0.232,168.001,False,spotify:track:6Iocm6VMu6bVNYwiDoyQFW
284,Lupe Fiasco,The Show Goes On,239613,2011,pop,0.591,0.889,7,-3.839,0.115,0.0189,0,0.155,0.65,143.067,True,spotify:track:4NTWZqvfQTlOMitlVn6tew
285,Britney Spears,Hold It Against Me,228827,2011,pop,0.648,0.722,0,-4.813,0.0427,0.0103,0,0.24,0.389,132.973,False,spotify:track:7Dyq1bhhjknLKEGg4k5NLr
286,Far*East Movement ,Rocketeer,211253,2011,pop,0.664,0.845,4,-6.115,0.0461,0.181,0,0.267,0.357,96.005,False,spotify:track:45sDIKapDyxPl307QpEAwl
287,Avril Lavigne,What The Hell,220707,2011,pop,0.578,0.926,6,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,False,spotify:track:2z4U9d5OAA4YLNXoCgioxo
288,Lil Wayne,How To Love,240307,2011,pop,0.644,0.661,11,-6.093,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,False,spotify:track:4aX4Oycsk1fhHIee1zqsDe
289,David Guetta ,Without You,208133,2011,pop,0.608,0.614,2,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,False,spotify:track:1tAutlhI9FwnKn7fVgmd5P
290,Lady Gaga,You And I,307347,2011,pop,0.518,0.709,2,-5.234,0.0476,0.075,0,0.0935,0.514,127.083,False,spotify:track:6rkAY9rk1NTFB94QxG3LJR
291,Jeremih ,Down On Me,228453,2011,pop,0.7,0.598,2,-7.783,0.114,0.0369,0,0.111,0.594,160.041,False,spotify:track:0x3TibRgnSqzkcwrqBd4iX
